id,name,description,nutrition_benifits,dishtype_id,user_added_id,prep_time,cook_time,servings,meal_type,cuisine_id,category_id,ingredients,directions,total_nutrition_value,recipe_tags,benefits,is_recipe_ready,recipe_device,created_at,updated_at
266,Keto Slow Cooker Pot Roast with Mashed Cauliflower,,,4,c950336e-c584-4145-b787-5965ea4e09cb,5,480,4,Dinner,690,1,"<p>For the pot roast -</p>

<ul>
	<li>2 lbs of beef roast (900 g), cut into 6 large pieces</li>
	<li>4 cups of beef broth (960 ml)</li>
	<li>0.25 cup of gluten-free tamari sauce or coconut aminos (60 ml)</li>
	<li>Salt and pepper, to taste</li>
</ul>

<p>For the mashed cauliflower -</p>

<ul>
	<li>1 head of cauliflower (600 g), broken into florets</li>
	<li>2 Tablespoons of ghee (30 ml), melted</li>
	<li>Salt, to taste</li>
</ul>","<ol>
	<li>For the pot roast, cut the beef roast into 6 large pieces. For the mashed cauliflower, break the cauliflower into florets and melt the ghee.</li>
	<li>Add the beef roast, beef broth and tamari sauce or coconut aminos to the slow cooker and cook on low heat for 8 to 10 hours until the roast shreds easily. Season with salt and pepper, to taste.</li>
	<li>Meanwhile, make the cauliflower mash by steaming or boiling the cauliflower florets until tender and then blending it with the ghee and salt, to taste.</li>
	<li>Slice or shred the roast and serve with the cauliflower mash.</li>
</ol>",,,,yes,slow cooker,2022-06-28 13:38:14,2023-09-16 02:20:24
267,Keto Chicken Noodle Salad,,,4,c950336e-c584-4145-b787-5965ea4e09cb,10,10,2,Lunch,697,1,"<p>For the salad -</p>

<ul>
	<li>1 Tablespoon of coconut oil (15 ml), to cook with</li>
	<li>1 chicken breast (200 g), diced</li>
	<li>1 cucumber (220 g), grated or use a peeler to make into long noodle-like strands</li>
	<li>0.25 medium onion (28 g), thinly sliced</li>
	<li>1 carrot (50 g), grated</li>
	<li>2 Tablespoons of fresh cilantro (2 g), chopped (for garnish)</li>
	<li>Salt and pepper, to taste</li>
</ul>

<p>For the dressing -</p>

<ul>
	<li>2 Tablespoons of gluten-free tamari sauce or coconut aminos (30 ml)</li>
	<li>1 Tablespoon of sesame seeds (14 g)</li>
	<li>1 teaspoon of sesame oil (5 ml)</li>
	<li>1 teaspoon of hot sauce (5 ml) (optional)</li>
	<li>1 teaspoon of vinegar (5 ml) (of choice)</li>
</ul>","<ol>
	<li>Dice the chicken breast. Grate the cucumber or use a peeler to make into long noodle-like strands. Thinly slice the onion, grate the carrot and chop the fresh cilantro.&nbsp;</li>
	<li>In a skillet, melt the coconut oil over medium-high heat. Add the chicken to the skillet and saute until the chicken is cooked through with an internal temperature of 165 F (75 C), about 6 to 8 minutes. Season with salt and pepper, to taste. Set aside.</li>
	<li>In a bowl, whisk to combine the dressing ingredients. Toss the dressing with the cucumber, onion, carrot and chicken.</li>
	<li>Divide the salad between 2 plates and garnish with fresh cilantro.</li>
</ol>",,,,yes,skillet,2022-06-28 13:38:16,2023-09-16 02:21:01
268,Keto Vegetable Saute with Fried Eggs,,,4,c950336e-c584-4145-b787-5965ea4e09cb,10,10,2,Lunch,691,1,"<ul>
	<li>2 Tablespoons of coconut oil (30 ml), divided, to cook with</li>
	<li>0.5 medium onion (55 g), sliced</li>
	<li>0.5 head of napa/Chinese cabbage (400 g), sliced</li>
	<li>1 zucchini (120 g), sliced</li>
	<li>4 medium eggs (196 g)</li>
	<li>2 Tablespoons of fresh cilantro (2 g), chopped (for garnish)</li>
	<li>Salt and pepper, to taste</li>
</ul>","<ol>
	<li>Slice the onion, cabbage and zucchini. Chop the fresh cilantro.</li>
	<li>In a large pan, melt 1 Tablespoon (15 ml) of coconut oil over medium-high heat. Add the onion to the pan and saute until translucent, about 1 to 2 minutes.</li>
	<li>Add the cabbage to the pan and saute until soft to your liking, about 5 to 7 minutes.</li>
	<li>Add the zucchini to the pan and saute until soft. Season with salt and pepper, to taste.</li>
	<li>Meanwhile, in a separate skillet, melt the remaining 1 Tablespoon (15 ml) of coconut oil. Add the eggs to the skillet and cook to your liking. Season with salt and pepper, to taste.</li>
	<li>Divide the saute between 2 plates and top with the fried eggs. Garnish each plate with fresh cilantro and serve.</li>
</ol>",,,,yes,pan,2022-06-28 13:38:17,2023-09-16 02:21:41
269,Keto Tamari-Baked Salmon with Roasted Asparagus,,,4,c950336e-c584-4145-b787-5965ea4e09cb,10,30,2,Dinner,690,1,"<p>For the tamari-baked salmon -</p>

<ul>
	<li>2 Tablespoons of avocado oil (30 ml)</li>
	<li>2 Tablespoons of gluten-free tamari sauce or coconut aminos (30 ml)</li>
	<li>2 Tablespoons of garlic powder (20 g)</li>
	<li>2 filets of salmon (with skin on), fresh or frozen (340 g), defrosted if frozen</li>
	<li>Salt and pepper, to taste</li>
</ul>

<p>For the roasted asparagus -</p>

<ul>
	<li>10 spears of asparagus (160 g)</li>
	<li>1 Tablespoon of olive oil (15 ml)</li>
	<li>Salt and pepper, to taste</li>
</ul>","<ol>
	<li>Defrost the salmon if frozen.</li>
	<li>Preheat the oven to 350 F (175 C).</li>
	<li>In a bowl, whisk to combine the avocado oil, tamari sauce or coconut aminos and garlic powder. Season with salt and pepper, to taste.</li>
	<li>Dip each salmon filet in the marinade and place on a piece of parchment paper or aluminum foil. (For a more flavorful result, marinate in the refrigerator for 30 minutes.) Pour an equal amount of the marinade over each filet. Tightly wrap the parchment paper or aluminum foil to make parcels ensuring the marinade does not leak during cooking. Place the parcels on a rimmed baking tray.</li>
	<li>Place the baking tray in the oven and bake for 25 to 30 minutes until the salmon is cooked through and flakes easily.</li>
	<li>Meanwhile, toss the asparagus with the olive oil. Season with salt and pepper, to taste. Place the asparagus on a rimmed baking tray and bake with the salmon for 20 minutes or until tender to your liking.</li>
	<li>Serve the salmon with the roasted asparagus.</li>
</ol>",,,,yes,oven,2022-06-28 13:38:19,2023-09-16 02:22:27
270,Keto One-Pot Cabbage Rolls,,,4,c950336e-c584-4145-b787-5965ea4e09cb,10,20,4,Dinner,690,1,"<ul>
	<li>1 Tablespoon of coconut oil (15 ml), to cook with</li>
	<li>0.25 medium onion (28 g), finely diced</li>
	<li>2 lbs of ground beef (900 g)</li>
	<li>1 carrot (50 g), finely diced</li>
	<li>2 Tablespoons of cumin powder (12 g)</li>
	<li>1 Tablespoon of garlic powder (10 g)</li>
	<li>1 Tablespoon of paprika (6 g)</li>
	<li>0.5 head of napa/Chinese cabbage (400 g), leaves separated</li>
	<li>2 Tablespoons of mustard (30 ml), for serving (optional)</li>
	<li>Salt and pepper, to taste</li>
</ul>","<ol>
	<li>Finely dice the onion and carrot and separate the leaves of the cabbage.</li>
	<li>In a large skillet, melt the coconut oil over medium-high heat. Add the onion to the skillet and saute until translucent, about 1 to 2 minutes.</li>
	<li>Add the ground beef to the skillet and saute until browned, about 5 to 7 minutes.</li>
	<li>Add the carrot to the skillet and saute until the ground beef is cooked to your liking.</li>
	<li>Add the cumin powder, garlic powder, and paprika to the skillet. Season with salt and pepper, to taste.</li>
	<li>Meanwhile, bring a pot of salted water to a boil. Add the cabbage to the pot and boil for 2 to 4 minutes until the cabbage leaves are soft. Drain the cabbage leaves and pat dry with a paper towel.</li>
	<li>Place the desired amount of beef mixture in each cabbage leaf. Roll each cabbage leaf, folding in the sides to keep the beef mixture from spilling. Secure each cabbage roll with a toothpick.</li>
	<li>Serve the cabbage rolls with mustard, if desired.</li>
</ol>",,,,yes,skillet,2022-06-28 13:38:20,2023-09-16 02:23:49
271,Keto Garlic Butter Shrimp,,,4,c950336e-c584-4145-b787-5965ea4e09cb,5,5,2,Lunch,690,1,"<ul>
	<li>2 Tablespoons of ghee (30 ml), to cook with</li>
	<li>1 lb of shrimp (450 g), defrosted if frozen, peeled and deveined</li>
	<li>4 cloves of garlic (12 g), minced or finely diced</li>
	<li>Salt and pepper, to taste</li>
</ul>","<ol>
	<li>Peel and devein the shrimp, defrosted if frozen. Mince or finely dice the garlic.</li>
	<li>In a large skillet, melt the ghee over medium heat. Add the shrimp and saute for 1 minute.</li>
	<li>Add the garlic to the skillet and saute until the shrimp are opaque and cooked through, about 2 to 4 minutes. Season with salt and pepper, to taste.</li>
</ol>",,,,yes,skillet,2022-06-28 13:38:22,2023-09-16 02:24:18
272,Keto Slow Cooker Chicken & Bacon with Cucumber Salad,,,4,c950336e-c584-4145-b787-5965ea4e09cb,10,360,2,Dinner,690,1,"<p>For the chicken and bacon -</p>

<ul>
	<li>2 chicken breasts (400 g)</li>
	<li>8 slices of bacon (224 g), diced</li>
	<li>1 Tablespoon of olive oil (15 ml)</li>
	<li>Salt, to taste</li>
</ul>

<p>For the cucumber salad -</p>

<ul>
	<li>1 cucumber (220 g), diced</li>
	<li>2 Tablespoons of olive oil (30 ml)</li>
	<li>2 teaspoons of vinegar (10 ml) (of choice)</li>
	<li>Salt and pepper, to taste</li>
</ul>","<ol>
	<li>Dice the bacon and cucumber.</li>
	<li>Add the chicken breasts, bacon and 1 Tablespoon (15 ml) of olive to the slow cooker and cook on low heat for 6 to 8 hours until the chicken shreds easily. Season with salt, to taste.</li>
	<li>Meanwhile, toss the cucumber with 2 Tablespoons (30 ml) of olive oil and vinegar. Season with salt and pepper, to taste.</li>
	<li>Serve the chicken and bacon with the cucumber salad.</li>
</ol>",,,,yes,slow cooker,2022-06-28 13:38:24,2023-09-16 02:24:49
273,Keto Apple Dijon Pork Chops,,,4,c950336e-c584-4145-b787-5965ea4e09cb,5,10,2,Dinner,690,1,"<ul>
	<li>2 pork chops (320 g)</li>
	<li>2 Tablespoons of ghee (30 ml), to cook with</li>
	<li>2 Tablespoons of applesauce (30 ml)</li>
	<li>2 Tablespoons of mustard (30 ml)</li>
	<li>Salt and pepper, to taste</li>
</ul>","<ol>
	<li>Generously season the pork chops with salt and pepper.</li>
	<li>In a large skillet, melt the ghee over high heat. Using tongs, place the pork chops on their sides with the fat in direct contact with the skillet. Render until the fat is brown and crispy.</li>
	<li>Reduce the heat to medium-high and place the pork chops flat in the skillet. Cook the pork chops for 3 minutes. Turn over and cook for an additional 3 to 5 minutes with an internal temperature of 145 F (63 C) for medium-rare. Remove the pork chops from the skillet and let rest for 3 minutes.</li>
	<li>Meanwhile, add the applesauce and mustard to the same skillet and cook for about 1 minute. Season with salt and pepper, if desired.</li>
</ol>",,,,yes,skillet,2022-06-28 13:38:25,2023-09-16 02:25:20
274,Keto Lemon Salmon with Garlicky Green Beans,,,4,c950336e-c584-4145-b787-5965ea4e09cb,5,15,2,Lunch,690,1,"<p>For the salmon -</p>

<ul>
	<li>1 Tablespoon of avocado oil (15 ml), to cook with</li>
	<li>2 filets of salmon (with skin on), fresh or frozen (340 g), defrosted if frozen</li>
	<li>2 Tablespoons of lemon juice (30 ml) (or to taste)</li>
	<li>Salt and pepper, to taste</li>
</ul>

<p>For the green beans -</p>

<ul>
	<li>6 oz of green beans (168 g)</li>
	<li>1 Tablespoon of ghee (15 ml), to cook with</li>
	<li>4 cloves of garlic (12 g), minced or finely diced</li>
	<li>Salt and pepper, to taste</li>
</ul>","<ol>
	<li>For the salmon, defrost the filets if frozen. For the green beans, mince or finely dice the garlic.</li>
	<li>Season the salmon filets with salt and pepper.</li>
	<li>Add the avocado oil to a nonstick skillet over medium heat. Add the salmon, skin side down, to the skillet and cook for 5 minutes. Carefully turn over the salmon and cook for an additional 1 to 2 minutes. Drizzle the lemon juice over the salmon. Remove from the heat and let rest for 1 to 2 minutes before serving.</li>
	<li>Meanwhile, if desired, for more tender green beans, parboil in a pot of salted water for 2 minutes. Remove the green beans from the water and drain.</li>
	<li>In a separate skillet, melt the ghee over medium-high heat. Add the green beans to the skillet and saute until slightly brown, about 5 to 7 minutes.</li>
	<li>Add the garlic to the skillet. Season with salt and pepper, to taste.</li>
	<li>Serve the salmon with the green beans.</li>
</ol>",,,,yes,skillet,2022-06-28 13:38:27,2023-09-16 02:25:59
275,Keto Tuna Linguine with Spicy Olive Sauce,,,4,c950336e-c584-4145-b787-5965ea4e09cb,10,0,2,Lunch,688,1,"<ul>
	<li>4 Tablespoons of olive oil (60 ml)</li>
	<li>12 olives (36 g), pitted</li>
	<li>1 chili pepper (14 g), seeds removed and finely diced (optional)</li>
	<li>1 Tablespoon of fresh parsley (1 g), chopped</li>
	<li>1 zucchini (120 g), spiralized or use a peeler to make into long strands</li>
	<li>2 cans of tuna (340 g), drained and flaked</li>
	<li>Salt and pepper, to taste</li>
</ul>","<ol>
	<li>Pit the olives. Finely dice the chili pepper, seeds are removed. Chop the fresh parsley and spiralize the zucchini or use a peeler to make into long strands. Drain and flake the tuna.</li>
	<li>To make the olive sauce, combine the olive oil, olives, optional chili pepper, and fresh parsley in a blender or food processor. Season with salt and pepper, to taste.</li>
	<li>In a bowl, toss the zucchini &ldquo;noodles&rdquo; and tuna with the olive sauce.</li>
	<li>Divide between 2 plates and serve.</li>
</ol>",,,,yes,other,2022-06-28 13:38:29,2023-09-16 02:27:25
276,Keto Pan-Fried Chicken Drumsticks with Bacon and Kale,,,4,c950336e-c584-4145-b787-5965ea4e09cb,5,30,2,Dinner,690,1,"<ul>
	<li>4 chicken drumsticks (with skin on) (500 g)</li>
	<li>1 Tablespoon of avocado oil (15 ml), to cook with</li>
	<li>4 slices of bacon (112 g), diced</li>
	<li>6 oz of kale (168 g), stems removed and chopped</li>
	<li>Salt and pepper, to taste</li>
</ul>","<ol>
	<li>Dice the bacon and chop the kale, stems are removed.</li>
	<li>Generously season the drumsticks with salt and set aside.</li>
	<li>Add the avocado oil to a large nonstick pan or cast iron skillet over medium-high heat. Add the bacon to the skillet and saute until crispy, about 2 to 4 minutes. Remove the bacon with a slotted spoon and set aside.</li>
	<li>Lower the heat to medium and place the drumsticks in the same skillet with the bacon fat. Cook on one side for 15 minutes. Using tongs, turn over each drumstick and cook for an additional 10 to 15 minutes until the internal temperature reaches 165 F (75 C). Remove from the skillet and set aside.</li>
	<li>In the same skillet, add the kale and saute until wilted, about 1 to 2 minutes. Return the bacon to the skillet. Season with salt and pepper, to taste.</li>
	<li>Serve the drumsticks with the bacon and kale.</li>
</ol>

<p>&nbsp;</p>",,,,yes,skillet,2022-06-28 13:38:31,2023-09-16 02:27:59
277,Keto Easy Beef Stroganoff over Cauliflower Rice,,,4,c950336e-c584-4145-b787-5965ea4e09cb,10,75,2,Dinner,706,1,"<p>For the beef stroganoff -</p>

<ul>
	<li>1 Tablespoon of ghee (15 ml)</li>
	<li>0.75 lb of beef stew chunks (338 g)</li>
	<li>0.5 medium onion (55 g), thinly sliced</li>
	<li>2 cloves of garlic (6 g), minced or finely diced</li>
	<li>5 white button mushrooms (50 g), sliced</li>
	<li>1 Tablespoon of mustard (15 ml)</li>
	<li>1 Tablespoon of gluten-free tamari sauce or coconut aminos (15 ml)</li>
	<li>1 Tablespoon of paprika (6 g)</li>
	<li>1 cup of beef broth (240 ml)</li>
	<li>0.25 cup of coconut cream (60 ml) (from the top of 1 refrigerated can of coconut milk)</li>
	<li>Salt and pepper, to taste</li>
</ul>

<p>For the cauliflower &ldquo;rice&rdquo; -</p>

<ul>
	<li>0.5 head of cauliflower (300 g), processed into rice-like pieces</li>
	<li>1 Tablespoon of coconut oil (15 ml), to cook with</li>
	<li>Salt, to taste</li>
</ul>","<ol>
	<li>For the beef stroganoff, thinly slice the onion and garlic and slice the white button mushrooms. For the &ldquo;rice&rdquo;, process the cauliflower into rice-like pieces.</li>
	<li>In a large pot, melt the ghee over medium-high heat. Add the beef to the pot and brown on all sides, about 3 to 4 minutes. Remove the beef from the pot and set aside.</li>
	<li>Add the onion and garlic to the pot and saute until the onion is soft, about 4 to 5 minutes.</li>
	<li>Add the mushrooms, mustard, tamari sauce or coconut aminos, and paprika to the pot. Cook for 5 minutes, stirring frequently.</li>
	<li>Reduce the heat to low. Return the browned beef to the pot and add the beef broth. Cover and cook for 50 minutes, stirring occasionally.</li>
	<li>Add the coconut cream and cook, uncovered, for an additional 10 minutes until the beef is fork-tender. Season with salt and pepper, to taste.</li>
	<li>Meanwhile, to make the cauliflower &ldquo;rice&rdquo;, saute the cauliflower pieces in the coconut oil on high heat for 5 to 10 minutes until softened. Season with salt, to taste.</li>
	<li>Divide the cauliflower &ldquo;rice&rdquo; between 2 plates and top with equal amounts of beef stroganoff.</li>
</ol>",,,,yes,pot,2022-06-28 13:38:33,2023-09-16 02:28:45
278,Keto Pork Loins with Mushroom Sauce and Kale Salad,,,4,c950336e-c584-4145-b787-5965ea4e09cb,15,20,2,Dinner,690,1,"<p>For the pork loins and mushroom sauce -</p>

<ul>
	<li>10 white button mushrooms (100 g), chopped</li>
	<li>0.25 cup of coconut cream (60 ml) (from the top of 1 refrigerated can of coconut milk)</li>
	<li>0.75 lb of pork loin (338 g) (or pork tenderloin), sliced into 1/2-inch (1.25 cm) thick slices</li>
	<li>1 Tablespoon of coconut oil (15 ml), to cook with</li>
	<li>2 teaspoons of vinegar (10 ml) (of choice)</li>
	<li>Salt and pepper, to taste</li>
</ul>

<p>For the salad -</p>

<ul>
	<li>6 oz of kale (168 g), stems removed and chopped</li>
	<li>1 Tablespoon of olive oil (15 ml)</li>
	<li>6 olives (18 g), chopped</li>
	<li>2 Tablespoons of fresh parsley (2 g), chopped</li>
	<li>Salt and pepper, to taste</li>
</ul>","<ol>
	<li>For the pork loins and mushroom sauce, chop the mushrooms and cut the pork loin into 1/2-inch (1.25 cm) thick slices. For the salad, chop the olives, fresh parsley and kale, stems are removed.</li>
	<li>To make the mushroom sauce, combine the mushrooms and coconut cream in a blender or food processor. Season with salt and pepper, to taste. Set aside.</li>
	<li>Generously season the sliced pork loin with salt.</li>
	<li>In a large skillet, melt the coconut oil over medium-high heat. Add the sliced pork loin to the skillet and cook for 2 to 3 minutes. Using tongs, turn over the pork loin and cook for an additional 1 to 2 minutes or until cooked to your liking. Remove the pork loin from the skillet and set aside.</li>
	<li>Add the mushroom sauce to the same skillet. Reduce the heat and simmer for 10 minutes. Add the vinegar and season with salt and pepper, to taste.</li>
	<li>Meanwhile, in a bowl, toss the kale with the olive oil, olives, and fresh parsley. If desired, season with salt and pepper, to taste.</li>
	<li>Return the pork loin to the skillet with the mushroom sauce and heat for about 1 minute. Season with additional salt and pepper, to taste.</li>
	<li>Divide the pork loin with the mushroom sauce between 2 plates and serve with the kale salad.</li>
</ol>",,,,yes,skillet,2022-06-28 13:38:34,2023-09-16 02:29:27
279,Keto Lemon Garlic Baked Chicken,,,4,c950336e-c584-4145-b787-5965ea4e09cb,15,15,2,Dinner,690,1,"<ul>
	<li>2 Tablespoons of ghee (30 ml), melted</li>
	<li>1 Tablespoon of lemon juice (15 ml) (or more, to taste)</li>
	<li>6 cloves of garlic (18 g), minced or finely diced</li>
	<li>2 chicken breasts (400 g), diced</li>
	<li>1 medium bell pepper (120 g), sliced</li>
	<li>1 zucchini (120 g), chopped</li>
	<li>4 white button mushrooms (40 g), sliced</li>
	<li>Salt and pepper, to taste</li>
</ul>","<ol>
	<li>Melt the ghee, mince or finely dice the garlic, dice the chicken breasts, slice the bell pepper and mushrooms and chop the zucchini.</li>
	<li>Preheat the oven to 400 F (200 C).</li>
	<li>In a large bowl, combine the melted ghee, lemon juice, and garlic. Season with salt and pepper, to taste.</li>
	<li>Add the chicken, bell pepper, zucchini, and mushrooms to the bowl. Stir to combine to ensure the chicken and vegetables are completely covered with the ghee mixture.</li>
	<li>Pour the chicken mixture onto a large rimmed baking sheet with space between the chicken and vegetables.</li>
	<li>Place in the oven and bake for 10 minutes. Stir the mixture and continue to bake for an additional 5 minutes until the chicken is fully cooked and the vegetables are soft. Check with a meat thermometer that the internal temperature of the chicken is 165 F (75 C).</li>
	<li>Season the vegetables and chicken with additional salt and pepper, to taste. If desired, add additional lemon juice, to taste.</li>
	<li>Divide the chicken and vegetables between 2 plates and serve.</li>
</ol>",,,,yes,oven,2022-06-28 13:38:36,2023-09-16 02:31:35
280,Keto Egg and Mushroom Scramble with Chimichurri Sauce,,,4,c950336e-c584-4145-b787-5965ea4e09cb,10,10,2,Lunch,698,1,"<p>For the egg and mushroom scramble -</p>

<ul>
	<li>1 Tablespoon of avocado oil (15 ml), to cook with</li>
	<li>0.5 medium onion (55 g), finely diced</li>
	<li>6 white button mushrooms (60 g), sliced</li>
	<li>6 medium eggs (294 g), whisked</li>
	<li>Salt and pepper, to taste</li>
</ul>

<p>For the chimichurri sauce -</p>

<ul>
	<li>4 Tablespoons of olive oil (60 ml)</li>
	<li>0.5 Tablespoon of lemon juice (8 ml)</li>
	<li>2 cloves of garlic (12 g), minced or finely diced</li>
	<li>2 Tablespoons of fresh cilantro (2 g), chopped</li>
	<li>2 Tablespoons of fresh parsley (4 g), chopped</li>
	<li>Salt and pepper, to taste</li>
</ul>","<ol>
	<li>For the egg and mushroom scramble, finely dice the onion, slice the mushrooms and whisk the eggs. For the chimichurri sauce, mince or finely dice the garlic and chop the fresh cilantro and fresh parsley.</li>
	<li>Combine the chimichurri sauce ingredients in a blender or food processor and set aside until ready to use.</li>
	<li>Add the avocado oil to a large skillet over medium-high heat. Add the onion to the skillet and saute until the onion is translucent, about 2 to 3 minutes.</li>
	<li>Add the mushrooms to the skillet and saute until softened, about 1 to 2 minutes.</li>
	<li>Add the whisked eggs to the skillet and scramble until cooked to your liking. Season with salt and pepper, to taste.</li>
	<li>Divide the scramble between 2 plates and drizzle with the chimichurri sauce.</li>
</ol>",,,,yes,skillet,2022-06-28 13:38:37,2023-09-16 02:32:15
281,Keto Broiled Sesame Salmon with Zucchini Salsa,,,4,c950336e-c584-4145-b787-5965ea4e09cb,10,10,4,Dinner,690,1,"<p>For the broiled salmon -</p>

<ul>
	<li>2 Tablespoons of avocado oil (30 ml)</li>
	<li>2 Tablespoons of lemon juice (30 ml)</li>
	<li>2 Tablespoons of garlic powder (20 g)</li>
	<li>2 teaspoons of ginger powder (4 g)</li>
	<li>4 filets of salmon (with skin on), fresh or frozen (680 g), defrosted if frozen</li>
	<li>1 Tablespoon of sesame seeds (14 g)</li>
	<li>Salt and pepper, to taste</li>
</ul>

<p>For the zucchini salsa -</p>

<ul>
	<li>1 zucchini (120 g), diced</li>
	<li>6 cherry tomatoes (102 g), quartered</li>
	<li>2 Tablespoons of olive oil (30 ml)</li>
	<li>1 Tablespoon of lemon juice (15 ml)</li>
	<li>Salt and pepper, to taste</li>
</ul>","<ol>
	<li>Defrost the salmon filets if frozen. For the salsa, dice the zucchini and cut the cherry tomatoes into quarters.</li>
	<li>Preheat the broiler and place the rack about 6-inches (15 cm) under the broiler.</li>
	<li>In a bowl, whisk to combine the avocado oil, lemon juice, garlic powder, and ginger powder. Season with salt and pepper, to taste.</li>
	<li>Place the salmon filets on a rimmed baking tray and cover with half of the avocado oil mixture. Place in the oven and broil for 3 to 5 minutes until browned. Carefully turn over the salmon filets and cover with the remaining avocado oil mixture. Continue to broil for an additional 3 to 5 minutes until the salmon is cooked through.</li>
	<li>Meanwhile, in a bowl, toss to combine the zucchini salsa ingredients.</li>
	<li>Place each salmon filet on a plate and sprinkle with sesame seeds. Serve the salmon with the zucchini salsa.</li>
</ol>",,,,yes,oven,2022-06-28 13:44:07,2023-09-16 02:32:52
283,Keto Zucchini Pasta with Creamy Bacon Mushroom Sauce,,,4,c950336e-c584-4145-b787-5965ea4e09cb,10,20,2,Dinner,688,1,"<ul>
	<li>8 slices of bacon (224 g), diced</li>
	<li>10 white button mushrooms (100 g), diced</li>
	<li>0.5 cup of coconut cream (120 ml) (from the top of 1 refrigerated can of coconut milk)</li>
	<li>0.25 cup of chicken broth (60 ml)</li>
	<li>2 zucchinis (240 g), spiralized or use a peeler to make into long noodle-like strands</li>
	<li>Salt and pepper, to taste</li>
</ul>","<ol>
	<li>Dice the bacon and mushrooms. Spiralize the zucchinis or use a peeler to make into long noodle-like strands.</li>
	<li>In a nonstick skillet or pan, saute the bacon until crispy, about 5 to 7 minutes.</li>
	<li>Add the mushrooms to the skillet and saute until softened, about 2 to 3 minutes.</li>
	<li>Reduce the heat to a simmer and add the coconut cream and chicken broth to the skillet. Simmer, uncovered, for 10 to 15 minutes until the sauce reduces, stirring frequently. Season with salt and pepper, to taste.</li>
	<li>Divide the zucchini &ldquo;pasta&rdquo; between 2 plates and top with the bacon mushroom sauce.</li>
</ol>",,,,yes,skillet,2022-06-28 13:46:15,2023-09-16 02:34:30
284,Keto Scrambled Eggs with Smoked Salmon,,,4,c950336e-c584-4145-b787-5965ea4e09cb,5,5,2,"Breakfast,Lunch",690,1,"<ul>
	<li>1 Tablespoon of coconut oil (15 ml), to cook with</li>
	<li>6 medium eggs, whisked</li>
	<li>4 oz of smoked salmon (112 g), diced</li>
	<li>Salt and pepper, to taste</li>
</ul>","<ol>
	<li>Whisk the eggs and dice the salmon.</li>
	<li>In a skillet, melt the coconut oil over medium heat. Add the whisked eggs to the skillet and scramble.</li>
	<li>While the eggs are slightly wet, add the smoked salmon to the skillet and continue to scramble until the eggs are cooked to your liking and the smoked salmon is heated through, about 2 to 3 minutes. Season with salt and pepper, to taste.</li>
	<li>Divide between 2 plates and serve.</li>
</ol>",,,,yes,skillet,2022-06-28 13:46:17,2023-09-16 02:35:03
286,Keto Arugula Avocado Walnut Salad,,,4,c950336e-c584-4145-b787-5965ea4e09cb,10,0,2,Lunch,692,1,"<ul>
	<li>1 large bag of arugula leaves (125 g)</li>
	<li>0.25 cup of walnuts (29 g), chopped</li>
	<li>3 Tablespoons of olive oil (45 ml)</li>
	<li>1 Tablespoon of lemon juice (15 ml)</li>
	<li>1 large avocado (200 g), sliced</li>
	<li>Salt and pepper, to taste</li>
</ul>","<ol>
	<li>Chop the walnuts and slice the avocado.</li>
	<li>In a large bowl, toss the arugula leaves and walnuts with the olive oil and lemon juice. Season with salt and pepper, to taste.</li>
	<li>Divide the salad between 2 plates and top with equal amounts of avocado slices.</li>
</ol>",,,,yes,other,2022-06-28 13:46:20,2023-09-16 02:36:35
287,Keto Jalapeno Chicken Casserole,,,4,c950336e-c584-4145-b787-5965ea4e09cb,15,30,4,Dinner,690,1,"<ul>
	<li>1 Tablespoon of coconut oil (15 ml), to cook with</li>
	<li>4 chicken breasts (800 g), diced</li>
	<li>0.5 head of broccoli (225 g), broken into small florets</li>
	<li>2 medium bell peppers (240 g), chopped</li>
	<li>1 medium onion (110 g), chopped</li>
	<li>2 jalapeno peppers (28 g), seeds removed and finely diced (optional)</li>
	<li>2 cups of coconut milk (480 ml)</li>
	<li>1 Tablespoon of hot sauce (15 ml) (or to taste) (optional)</li>
	<li>2 cloves of garlic (6 g), minced or finely diced</li>
	<li>0.25 cup of fresh parsley (8 g), chopped</li>
	<li>Salt and pepper, to taste</li>
</ul>","<ol>
	<li>Dice the chicken breasts, break the broccoli into small florets and chop the bell peppers, onion and fresh parsley. Mince or finely dice the garlic and finely dice the jalapeno peppers, seeds are removed.</li>
	<li>Preheat the oven to 400&deg;F (200&deg;C).</li>
	<li>In a large pan, melt the coconut oil over medium-high heat. Add the chicken, broccoli, bell peppers, onion, and optional jalapeno peppers to the pan. Saute until the chicken is cooked through and the vegetables are soft, about 10 to 12 minutes.</li>
	<li>Remove the pan from the heat and add the coconut milk, optional hot sauce, garlic, and fresh parsley. Season with salt and pepper, to taste. Carefully pour the mixture into a baking dish.</li>
	<li>Place the baking dish in the oven and bake for 20 minutes.</li>
	<li>Divide the casserole among 4 plates and serve.</li>
</ol>",,,,yes,oven,2022-06-28 13:46:22,2023-09-16 02:37:11
