id,name,cleaned_incredients
555,Keto Basil Chicken Saute,"1 Tablespoon of coconut oil (15 ml), to cook with 2 chicken breasts (400 g), diced 0.5 medium onion (55 g), thinly sliced 2 small tomatoes (180 g), chopped 0.25 cup of fresh basil leaves (8 g), chopped Salt and pepper, to taste"
556,Keto Slow Cooker Braised Pork Shoulder,"1 Tablespoon of coconut oil (15 ml), to cook with 2 lbs of pork shoulder (900 g), cut into large pieces 1 medium onion (110 g), sliced 2 cups of beef broth (480 ml) 0.25 cup of apple cider vinegar (60 ml) Salt and pepper, to taste"
557,Keto Pressure Cooker Braised Pork Shoulder,"1 Tablespoon of coconut oil (15 ml), to cook with 2 lbs of pork shoulder (900 g), cut into large pieces 1 medium onion (110 g), sliced 2 cups of beef broth (480 ml) 0.25 cup of apple cider vinegar (60 ml) Salt and pepper, to taste"
558,Keto Easy Braised Pork Shoulder,"1 Tablespoon of coconut oil (15 ml), to cook with 2 lbs of pork shoulder (900 g), cut into large pieces 1 medium onion (110 g), sliced 2 cups of beef broth (480 ml) 0.25 cup of apple cider vinegar (60 ml) Salt and pepper, to taste"
559,Keto Cauliflower Mash,"1 head of cauliflower (600 g), broken into small florets 0.5 cup of coconut milk (120 ml) Salt, to taste"
560,"Keto Avocado and Cucumber ""Toast""","2.5 Tablespoons of ghee (38 ml), melted (plus additional for the mug) 1 medium egg, whisked 1/3 cup of almond flour (40 g) 0.5 teaspoon of baking powder (1 g) Dash of salt 0.5 cucumber (110 g), thinly sliced 1 large avocado (200 g), sliced"
561,Keto Spicy Beef and Basil Stir-Fry,"1 Tablespoon of coconut oil (15 ml), to cook with 1 medium bell pepper (120 g), sliced 0.5 medium onion (55 g), thinly sliced 0.75 lb of ground beef (338 g) 2 cloves of garlic (6 g), minced or finely diced 2 small tomatoes (180 g), chopped 1 zucchini (120 g), chopped 0.25 cup of fresh basil leaves (8 g), chopped 1 teaspoon of hot sauce (5 ml) (or to taste) (optional) Salt and pepper, to taste"
562,"Keto Creamy Chicken ""Noodle"" Soup","1 Tablespoon of coconut oil (15 ml), to cook with 1 chicken breast (200 g), diced 0.25 medium onion (28 g), thinly sliced 1 clove of garlic (3 g), minced or finely diced 3 cups of chicken broth (720 ml) 1 zucchini (120 g), spiralized or use a vegetable peeler to create noodle-like strands 0.5 cup of coconut cream (120 ml) (from the top of a refrigerated can of coconut milk) Salt and pepper, to taste"
563,Keto Blueberry Coconut Yogurt Smoothie,"1 container of coconut yogurt (120 ml or 4 oz) 1 cup coconut milk (240 ml) 10 blueberries (5 g) 0.5 teaspoon vanilla extract (3 ml) Erythritol, to taste (optional)"
564,Keto Egg-Free Beef Meatloaf,"2 Tablespoons of chia seeds (24 g) 2 Tablespoons of avocado oil (30 ml), to cook with (plus additional to grease the loaf pan) 20 white button mushrooms (200 g), finely chopped 1 lb of ground beef (450 g) 1 Tablespoon of garlic powder (10 g) 1 Tablespoon of onion powder (7 g) 1 Tablespoon of dried rosemary (3 g) (or 3 Tablespoons of fresh rosemary) 12 slices of bacon (336 g) Salt and pepper, to taste"
565,Keto Bacon Meatloaf and Creamy Coleslaw,"For the meatloaf - 1 Tablespoon of avocado oil (15 ml), to cook with 30 white button mushrooms (300 g), finely chopped 0.5 medium onion (55 g), finely chopped 1 lb of ground beef (450 g) 1 medium egg (49 g), whisked 1 Tablespoon of garlic powder (10 g) 1 Tablespoon of onion powder (7 g) 1 Tablespoon of dried rosemary (3 g) 12 slices of bacon (336 g) Salt and pepper, to taste For the coleslaw - 1 head of cabbage (700 g), shredded or thinly sliced 0.5 medium onion (55 g), thinly sliced 1 carrot (50 g), shredded or thinly sliced 0.5 cup of mayo (120 ml) 2 Tablespoons of apple cider vinegar (30 ml) 1 Tablespoon of mustard (15 ml) Salt and pepper, to taste"
566,Keto Simple Egg and Avocado Salad,"4 medium eggs 2 cups of spinach (60 g) 1 Tablespoon of olive oil (15 ml) 1 large avocado (200 g), sliced 1 stalk of celery (20 g), thinly sliced 0.25 cup of mayo (60 ml) 2 Tablespoons of fresh parsley (2 g), chopped Salt and pepper, to taste"
567,Keto Baked Chicken Drumsticks with Roasted Broccoli,"For the drumsticks - 4 chicken drumsticks (with skin on) (500 g) 2 Tablespoons of avocado oil (30 ml), divided 1 small tomato (90 g), chopped 0.5 medium onion (55 g), thinly sliced 4 olives (12 g), chopped Salt and pepper, to taste For the roasted broccoli - 0.5 head of broccoli (225 g), broken into small florets 1 Tablespoon of avocado oil (15 ml) Salt, to taste"
568,Keto Spinach Salad with Poached Chicken and Apple Cider Dressing,"For the salad - 1 chicken breast (200 g) 6 cups of spinach (180 g) 0.5 cucumber (110 g), thinly sliced 1 carrot (50 g), grated or thinly sliced 0.25 medium onion (28 g), thinly sliced For the dressing - 3 Tablespoons of olive oil (45 ml) 1 Tablespoon of apple cider vinegar (15 ml) 1 teaspoon of mustard (5 ml) Salt and pepper, to taste"
569,Keto Deconstructed One-Pot Cabbage Rolls,"3 Tablespoons of avocado oil (45 ml), divided, to cook with 0.5 head of cabbage (350 g), thinly sliced 0.5 medium onion (55 g), thinly sliced 1 carrot (50 g), grated or thinly sliced 1.5 lbs of ground beef (675 g) 2 Tablespoons of cumin powder (12 g) 1 Tablespoon of garlic powder (10 g) 1 Tablespoon of paprika (6 g) 2 small tomatoes (180 g), chopped Salt and pepper, to taste"
570,Keto Avocado Chicken and Olive Salad,"For the salad - 1 Tablespoon of coconut oil (15 ml), to cook with 1 chicken breast (200 g), diced 1 head of romaine lettuce (200 g), chopped 1 small tomato (90 g), chopped 0.25 medium onion (28 g), thinly sliced 6 olives (18 g), chopped 1 large avocado (200 g), sliced Salt and pepper, to taste For the dressing - 3 Tablespoons of olive oil (45 ml) 1 Tablespoon of lemon juice (15 ml)"
571,Keto Roasted Pork Tenderloin with Cauliflower Mash,"For the pork tenderloin - 3 Tablespoons of coconut oil (45 ml), to cook with (plus additional to grease a baking tray) 1 lb of pork tenderloin (450 g) Salt and pepper, to taste For the cauliflower mash - 0.5 head of cauliflower (300 g), broken into small florets 2 Tablespoons of ghee (30 ml), melted Salt, to taste"
572,Keto Celery Cilantro Seafood Soup,"3 cups of chicken broth (720 ml) (plus additional, if needed) 2 zucchinis (240 g), chopped small 4 stalks of celery (80 g), chopped small 0.25 medium onion (28 g), thinly sliced 2 filets of white fish, fresh or frozen (340 g), defrosted if frozen, chopped 0.5 cup of coconut cream (120 ml) (from the top of a refrigerated can of coconut milk) 0.25 cup of fresh cilantro (8 g), chopped Salt and pepper, to taste"
573,"Keto Garlicky Shrimp ""Pasta""","3 Tablespoons of ghee (45 ml), divided, to cook with 0.75 lb of shrimp (338 g), defrosted if frozen, peeled and deveined 6 cloves of garlic (18 g), minced or finely diced 0.5 head of cabbage (350 g), thinly sliced 0.5 medium onion (55 g), thinly sliced Salt and pepper, to taste"
574,Keto Ground Chicken and Broccoli Stir-Fry,"1 Tablespoon of coconut oil (15 ml), to cook with 0.5 head of broccoli (225 g), chopped small 0.75 lb of ground chicken (338 g) 2 cloves of garlic (6 g), minced or finely diced 1 teaspoon of fresh ginger (2 g), minced or finely diced 2 Tablespoons of gluten-free tamari sauce or coconut aminos (30 ml) 1 teaspoon of sesame oil (5 ml) (or to taste) Salt and pepper, to taste"
575,Keto Crispy Chicken Thighs with Sauteed Brussels Sprouts,"For the chicken thighs - 4 chicken thighs (with skin on) (600 g) 1 Tablespoon of olive oil (15 ml) 1 teaspoon of salt (5 g) For the Brussels sprouts - 1 Tablespoon of avocado oil (15 ml), to cook with 10 Brussels sprouts (190 g), ends removed and cut in half 0.5 medium onion (55 g), thinly sliced 1 teaspoon of apple cider vinegar (5 ml) Salt and pepper, to taste"
576,Keto Chopped Salad with Lemon Dressing,"For the salad - 2 medium eggs 4 slices of bacon (112 g), diced 1 head of romaine lettuce (200 g), chopped 0.5 cucumber (110 g), chopped small 0.25 medium onion (28 g), thinly sliced For the dressing - 3 Tablespoons of olive oil (45 ml) 1 Tablespoon of lemon juice (15 ml) Salt and pepper, to taste"
577,Keto Bunless Chicken Burger and Avocado Bowls,"0.75 lb of ground chicken (338 g) 0.5 Tablespoon of garlic powder (5 g) 0.25 Tablespoon of onion powder (2 g) 1 Tablespoon of ghee (15 ml), to cook with 4 cups of spinach (120 g) 1 Tablespoon of olive oil (15 ml) 1 large avocado (200 g), sliced Salt and pepper, to taste"
578,Keto Pan-Fried Steak and Hot Mustard Mash,"For the steaks - 2 beef steaks (400 g) 1 Tablespoon of ghee (15 ml), to cook the steaks with 2 cloves of garlic (6 g), minced or finely diced Salt, to taste For the mash - 0.5 head of broccoli (225 g), separated into small florets 0.5 large avocado (100 g), chopped 1 teaspoon of hot mustard (5 ml) 1 teaspoon of ginger powder (2 g) Salt and pepper, to taste"
579,Keto Kale and Salmon Casserole,"2 cans of salmon (340 g) 2 oz of kale (56 g), stems removed and chopped 0.25 medium onion (28 g), thinly sliced 1 cup of coconut cream (240 ml) (from the tops of 2 refrigerated can of coconut milk) 3 Tablespoons of lemon juice (45 ml) (or to taste) 4 cloves of garlic (12 g), minced or finely diced 2 Tablespoons of fresh parsley (2 g), chopped Salt and pepper, to taste"
580,Keto Sauteed Salmon with Steamed Broccoli,"1 Tablespoon of coconut oil (15 ml), to cook with 10 spears of asparagus (160 g), chopped 1 medium bell pepper (120 g), thinly sliced 0.25 medium onion (28 g), thinly sliced 2 filets of salmon, fresh or frozen (340 g), defrosted if frozen, chopped small 1 Tablespoon of lemon juice (15 ml) (or to taste) 2 cloves of garlic (6 g), minced or finely diced 1 teaspoon of mustard (5 ml) 0.5 Tablespoon of fresh ginger (3 g), minced or finely diced 2 Tablespoons of fresh cilantro (2 g), chopped 0.5 head of broccoli (225 g), broken into small florets Salt and pepper, to taste"
581,Keto Lime-Roasted Chicken Breasts,2 Tablespoons of olive oil (30 ml) 2 Tablespoons of lime juice (30 ml) 2 Tablespoons of garlic powder (20 g) 1 Tablespoon of salt (15 g) 0.5 teaspoon of pepper (1 g) 1 teaspoon of chili powder (2 g) (or to taste) (optional) 4 chicken breasts (800 g)
582,Keto Spicy Beef Salad,"For the salad - 1 Tablespoon of ghee (15 ml), to cook the steak with 1 beef steak (200 g) 1 head of romaine lettuce (200 g), chopped 0.5 cucumber (110 g), thinly sliced 4 cherry tomatoes (68 g), halved 0.25 medium onion (28 g), thinly sliced Salt, to taste For the dressing - 2 Tablespoons of olive oil (30 ml) 2 Tablespoons of lime juice (30 ml) 1 chili pepper (14 g), seeds removed and finely chopped (optional) 2 cloves of garlic (6 g), minced or finely diced 2 Tablespoons of fresh cilantro (2 g), chopped"
583,Keto Creamy Chicken Meatballs with Fried Cabbage,"For the meatballs - 0.75 lb of ground chicken (338 g) 1 medium egg, whisked 1 Tablespoon of garlic powder (10 g) 1 Tablespoon of fresh ginger (5 g), minced or finely diced 1 teaspoon of salt (5 g) 1 teaspoon of paprika (2 g) 0.5 teaspoon of pepper (1 g) 1 Tablespoon of coconut oil (15 ml) (plus additional, if needed) For the sauce - 5 cherry tomatoes (85 g), halved 0.25 medium onion (28 g), thinly sliced 0.5 cup of coconut cream (120 ml) (from the top of a refrigerated can of coconut milk) 3 cloves of garlic (9 g), minced or finely diced 1 teaspoon of paprika (2 g) 2 Tablespoons of fresh cilantro (2 g), chopped Salt and pepper, to taste For the fried cabbage - 1 Tablespoon of coconut oil (15 ml) 0.25 head of cabbage (175 g), thinly sliced Salt and pepper, to taste"
584,Keto Coconut Beef Curry,"2 Tablespoons of ghee (30 ml), to cook with 0.5 lb of beef stew chunks (225 g), cut into 1-inch (2.5 cm) pieces 0.25 medium onion (28 g), thinly sliced 1 chili pepper (14 g), seeds removed and finely diced (optional) 2 Tablespoons of curry powder (14 g) 4 cloves of garlic (12 g), minced or finely diced 2 Tablespoons of fresh ginger (10 g) 1.5 cups of beef broth (360 ml) 0.5 cup of coconut cream (120 ml) (from the top of a refrigerated can of coconut milk) Salt and pepper, to taste"
585,Keto Savory Chicken Bacon Pancakes with Sauteed Spinach,"1 chicken breast (200 g), chopped 2 slices of bacon (56 g), chopped 2 medium eggs, whisked 2 Tablespoons of coconut oil (30 ml), to cook with (plus additional, if needed) 4 cups of spinach (120 g) 2 cloves of garlic (6 g), minced or finely diced Salt and pepper, to taste"
586,Keto Hot and Sour Beef Zucchini Stew,"1 Tablespoon of ghee (15 ml), to cook with 0.75 lb of beef stew chunks (338 g) 10 cherry tomatoes (170 g), halved 0.5 medium onion (55 g), thinly sliced 1 chili pepper (14 g), seeds removed and finely diced (optional) 6 cloves of garlic (18 g), minced or finely diced 1.5 cups of beef broth (360 ml) 2 Tablespoons of lemon juice (30 ml) (or to taste) 2 Tablespoons of Italian seasoning (6 g) 2 zucchinis (240 g), chopped 1 cup of spinach (30 g) Salt and pepper, to taste"
587,Keto Stir-Fried Beef Lettuce Wraps,"1 Tablespoon of avocado oil (15 ml), to cook with 1 medium bell pepper (120 g), sliced 0.25 medium onion (28 g), thinly sliced 0.75 lb of ground beef (338 g) 2 Tablespoons of gluten-free tamari sauce or coconut aminos (30 ml) 2 cloves of garlic (6 g), minced or finely diced 1 Tablespoon of fresh ginger (5 g), minced or finely diced 1 teaspoon of sesame seeds (5 g) (optional) 1 head of romaine lettuce (200 g), separated into individual leaves Salt and pepper, to taste"
588,Keto Chicken Drumsticks with Zingy Roasted Vegetables,"3 Tablespoons of olive oil (45 ml) 2 Tablespoons of lemon juice (30 ml) (or to taste) 4 cloves of garlic (12 g), minced or finely diced 1 teaspoon of salt (5 g) (or to taste) 0.5 head of cauliflower (300 g), broken into small florets 1 medium bell pepper (120 g), sliced 0.5 medium onion (55 g), thinly sliced 4 chicken drumsticks (with skin on) (500 g) Pepper, to taste"
589,Keto Crispy Pork Belly with Creamed Kale,"For the pork belly - 0.75 lb of pork belly (338 g), skin scored (ask your butcher to do this for you) 1 Tablespoon of salt (15 g) (plus additional, to taste) 1 teaspoon of pepper (1 g) (plus additional, to taste) 1 Tablespoon of Chinese five-spice seasoning (6 g) For the apple creamed kale - 1 bulb of fennel (230 g), chopped 0.5 medium onion (55 g), chopped 2 cloves of garlic (6 g), chopped 0.5 teaspoon of ground nutmeg (1 g) 3 Tablespoons of ghee (45 ml), to cook with 8 oz of kale (224 g), stems removed and chopped Salt and pepper, to taste"
590,Keto Chicken and Spinach Garden Salad,"For the salad - 1 Tablespoon of avocado oil (15 ml), to cook with 1 chicken breast (200 g), diced 4 cups of spinach (120 g) 10 cherry tomatoes (170 g), halved 0.5 medium bell pepper (60 g), thinly sliced 0.25 medium onion (28 g), thinly sliced Salt and pepper, to taste For the dressing - 3 Tablespoons of olive oil (45 ml) 1 Tablespoon of lemon juice (15 ml) 2 Tablespoons of fresh cilantro (2 g), chopped"
591,Keto Salmon with Spinach Broccoli Mash,"For the salmon - 1 Tablespoon of coconut oil (15 ml), to cook the salmon with 4 filets of salmon (with skin on), fresh or frozen (680 g), defrosted if frozen Salt and pepper, to taste For the broccoli mash - 1 head of broccoli (450 g), broken into small florets 2 Tablespoons of olive oil (30 ml), to cook with 0.25 medium onion (28 g), thinly sliced 3 cups of spinach (90 g) 1 Tablespoon of lime juice (15 ml) 2 cloves of garlic (6 g), minced or finely diced 2 Tablespoons of fresh cilantro (2 g), chopped Salt and pepper, to taste"
592,Keto Stir-Fried Lemon Chicken,"2 Tablespoons of avocado oil (30 ml), divided, to cook with 2 chicken breasts (400 g), diced 0.25 head of cabbage (175 g), thinly sliced 0.5 medium bell pepper (60 g), thinly sliced 0.25 medium onion (28 g), thinly sliced 1 zucchini (120 g), thinly sliced 6 cherry tomatoes (102 g), halved 2 Tablespoons of lemon juice (30 ml) 2 cloves of garlic (6 g), minced or finely diced 2 Tablespoons of fresh cilantro (2 g), chopped Salt and pepper, to taste"
593,Keto Fried Sausages with Peppers and Mushrooms,"1 Tablespoon of avocado oil (15 ml), to cook with 0.75 lb sausages of your choice (338 g) 1 medium bell pepper (120 g), sliced 6 white button mushrooms (60 g), sliced 0.5 medium onion (55 g), thinly sliced 2 cloves of garlic (6 g), minced or finely diced 1 teaspoon of mustard (5 ml) Salt and pepper, to taste"
594,Keto Spicy Canned Salmon Succotash,"2 cans of salmon (340 g), drained and flaked 1 large avocado (200 g), chopped 5 cherry tomatoes (85 g), halved 0.5 medium onion (55 g), thinly sliced 1 cup of spinach (30 g) 2 Tablespoons of fresh cilantro (2 g), chopped 2 Tablespoons of olive oil (30 ml) 1 Tablespoon of lemon juice (15 ml) 2 teaspoons of hot sauce (10 ml) (or to taste) (optional) Salt and pepper, to taste"
595,Keto Mustard Roast Beef,"3 Tablespoons of mustard (45 ml) 3 Tablespoons of olive oil (45 ml) 3 cloves of garlic (9 g), minced or finely diced 1 lb of beef roast (450 g) Salt and pepper, taste"
596,Keto Almond Butter Chicken,"4 Tablespoons of almond butter (60 ml) 2 Tablespoons of olive oil (30 ml) 2 Tablespoons of lime juice (30 ml) 1 Tablespoon of dried oregano (3 g) 2 chicken breasts (400 g), diced Salt and pepper, to taste"
597,Keto Spicy Mexican Meat Pie,"1 Tablespoon of coconut oil (15 ml), to cook with 2 medium bell peppers (240 g), thinly sliced 1 medium onion (110 g), thinly sliced 0.5 lb of ground beef (225 g) 2 small tomatoes (180 g), chopped 2 chili peppers (28 g), seeds removed and finely diced (optional) 1 Tablespoon of hot sauce (15 ml) (or to taste) (optional) 2 Tablespoons of cumin powder (12 g) 1 Tablespoon of paprika (6 g) 2 teaspoons of chili powder (4 g) (or to taste) (optional) 4 Tablespoons of fresh cilantro (4 g), chopped 8 medium eggs (352 g), whisked Salt and pepper, to taste"
598,Keto Egg Roll Bowls,"2 Tablespoons of avocado oil (30 ml), divided, to cook with 0.75 lb of pork tenderloin (338 g), sliced 0.25 head of cabbage (175 g), thinly sliced 0.5 medium onion (55 g), thinly sliced 2 cloves of garlic (6 g), minced or finely diced 2 Tablespoons of gluten-free tamari sauce or coconut aminos (30 ml) 1 teaspoon of sesame oil (5 ml) 1 Tablespoon of sesame seeds (14 g), for garnish Salt and pepper, to taste"
599,Keto Steak and Guacamole,"2 beef steaks (400 g) 1 Tablespoon of ghee (15 ml), to cook the steaks with Salt, to taste For the guacamole - 2 large avocados (400 g), mashed 4 cherry tomatoes (68 g), chopped 0.25 medium onion (28 g), thinly sliced 1 chili pepper (14 g), seeds removed and finely diced (optional) 2 Tablespoons of lime juice (30 ml) 2 teaspoons of garlic powder (6 g) 2 Tablespoons of fresh cilantro (2 g), chopped Salt and pepper, to taste"
600,Keto Chicken and Cabbage Curry,"2 Tablespoons of ghee (30 ml), to cook with 2 chicken breasts (400 g), diced 0.25 medium onion (28 g), thinly sliced 0.5 head of cabbage (350 g), thinly sliced 6 cherry tomatoes (102 g), halved 2 Tablespoons of curry powder (14 g) 4 cloves of garlic (12 g), minced or finely diced 1 teaspoon of chili powder (2 g) (or to taste) 2 cups of chicken broth (480 ml) (plus additional, if needed) 0.5 cup of coconut cream (120 ml) (from the top of a refrigerated can of coconut milk) Salt, to taste"
601,Keto Pan Charred Veggies with Guacamole,"For the charred veggies - 3 Tablespoons of ghee (45 ml) 1 head of broccoli (450 g), broken into small florets 0.5 medium bell pepper (60 g), sliced Salt and pepper, to taste For the guacamole - 1 large avocado (200 g), mashed 0.25 medium onion (28 g), finely chopped 2 Tablespoons of fresh cilantro (2 g), chopped 1 teaspoon of paprika (2 g) 1 Tablespoon of lime juice (15 ml) Salt and pepper, to taste"
602,Keto Fried Eggs Bacon Avocado Salad,"4 slices of bacon (112 g), diced 2 medium eggs 1 large avocado (200 g), sliced 6 cherry tomatoes (102 g), halved 2 stalks of celery (40 g), finely sliced 2 oz of kale (56 g), stems removed and chopped For the dressing - 2 Tablespoons of olive oil (30 ml) 1 Tablespoon of lemon juice (15 ml) 2 Tablespoons of fresh parsley (2 g), chopped Salt and pepper, to taste"
603,Keto Lemon Garlic Chicken with Stir-Fried Veg,"For the chicken marinade - 2 chicken breasts (400 g), diced 3 cloves of garlic (9 g), minced 1 Tablespoon of lemon juice (15 ml) 1 Tablespoon of gluten-free tamari sauce or coconut aminos (15 ml) 2 Tablespoons of avocado oil (30 ml) For the stir-fry - 1 Tablespoon of avocado oil (15 ml) 0.5 medium onion (55 g), thinly sliced 1 medium bell pepper (120 g), thinly sliced 2 cloves of garlic (6 g), minced or finely diced 3 Tablespoons of fresh cilantro (3 g), chopped 1 Tablespoon of lemon juice (15 ml) 2 Tablespoons of gluten-free tamari sauce or coconut aminos (30 ml) Salt and pepper, to taste"
604,Keto Creamy Chicken and Mushroom Spaghetti,"1 Tablespoon of ghee (15 ml) 3 cloves of garlic (9 g), minced 1 chicken breast (200 g), diced 2 green onions (10 g), diced 10 white button mushrooms (100 g), chopped 2 teaspoons of paprika (4 g) 1 Tablespoon of Italian seasoning (3 g) 2 zucchinis (240 g), spiralized or use a vegetable peeler to create noodle-like strands 0.25 cup of coconut milk (60 ml) 1 cup of beef broth (240 ml) 4 Tablespoons fresh parsley (4 g), chopped Salt and pepper, to taste"
605,Keto Beef Ratatouille Provençale,"2 Tablespoons of ghee (30 ml) 2 lbs of beef roast (900 g), cubed 4 cloves of garlic (12 g), minced or finely diced 0.5 medium onion (55 g), chopped 1 carrot (50 g), chopped 2 stalks of celery (40 g), chopped 4 Tablespoons of fresh parsley (4 g), chopped 2 Tablespoons of Italian seasoning (6 g) 2 cups of beef broth (480 ml) 2 small tomatoes (180 g), diced Salt and pepper, to taste"
606,Keto Crispy Kale and Tuna Salad,"For crispy kale - 4 oz of kale (112 g), stems removed 2 Tablespoons of olive oil (30 ml) Salt and pepper, to taste For the tuna salad - 2 cans of tuna (340 g), drained and flaked 0.25 medium onion (28 g), thinly sliced 3 Tablespoons of fresh parsley (3 g), chopped 2 Tablespoons of mayo (30 ml) Salt and pepper, to taste"
607,Keto Pan-Fried Pork Loin with Sauteed Cabbage,"For the pork - 1 lb of pork tenderloin (450 g), cut in half 1 Tablespoon of coconut oil (15 ml), to cook the pork with Salt and pepper, to taste For the cabbage - 2 Tablespoons of olive oil (30 ml), to cook the cabbage with 0.5 medium onion (55 g), thinly sliced 0.25 head of cabbage (175 g), thinly sliced 3 Tablespoons of fresh parsley (3 g), chopped Salt and pepper, to taste"
608,Keto Coconut Green Bean Chicken,"2 Tablespoons of coconut oil (30 ml), divided, to cook with 2 chicken breasts (400 g), diced 2 cloves of garlic (6 g), minced or finely diced 4 oz of green beans (112 g), chopped 2 green onions (10 g), chopped 0.5 medium bell pepper (60 g), chopped 2 stalks of celery (40 g), chopped 2 Tablespoons of fresh basil leaves (4 g), chopped 0.5 cup of coconut milk (120 ml) 0.5 cup of chicken broth (120 ml) 2 Tablespoons of lime juice (30 ml) Salt and pepper, to taste"
609,Keto Mushroom and Onion Frittata,"1 Tablespoon of coconut oil (15 ml), to cook with 1 medium onion (110 g), thinly sliced 2 cloves of garlic (6 g), minced or finely diced 15 white button mushrooms (150 g), chopped 3 Tablespoons of fresh parsley (3 g), chopped 1 Tablespoon of Italian seasoning (3 g) 6 medium eggs 0.25 cup of coconut milk (60 ml) Salt and pepper, to taste"
610,Keto Crispy Chicken Wings with Avocado Slaw,"For the chicken wings marinade - 6 chicken wings (with skin on) (540 g) 2 Tablespoons of olive oil (30 ml) 2 Tablespoons of garlic powder (20 g) 1 Tablespoon of lemon juice (15 ml) 2 teaspoons of hot sauce (10 ml) (or to taste) (optional) 2 teaspoons of black pepper (2 g) (or to taste) Salt, to taste For the avocado slaw - 0.25 head of cabbage (175 g), thinly sliced 3 Tablespoons of fresh parsley (3 g), chopped 2 Tablespoons of mayo (30 ml) 1 large avocado (200 g), sliced Salt and pepper, to taste"
611,Keto Sauteed Eggplant and Asparagus Tuna Salad,"For the sauteed vegetables - 1 Tablespoon of olive oil (15 ml), to cook with 0.5 medium eggplant (250 g), cut into strips 10 spears of asparagus (160 g), cut into 1-inch (2.5 cm) pieces Salt and pepper, to taste For the salad - 2 cans of tuna (340 g), drained and flaked Large bag of salad leaves (125 g) For the dressing - 3 Tablespoons of olive oil (45 ml) 1 Tablespoon of lime juice (15 ml) 2 Tablespoons of fresh cilantro (2 g), chopped Salt and pepper, to taste"
612,Keto Steak Diane with Paprika Mushrooms,"For the steaks - 4 beef steaks (800 g) 2 Tablespoons of olive oil (30 ml), divided, to cook with Salt, to taste For the paprika mushroom sauce - 4 cloves of garlic (12 g), minced or finely diced 10 white button mushrooms (100 g), sliced 0.5 medium onion (55 g), thinly sliced 1 Tablespoon of paprika (6 g) (or to taste) 0.5 cup of coconut cream (120 ml) (from the top of 1 can of refrigerated coconut milk) 0.25 cup of chicken broth (60 ml) 4 Tablespoons of fresh parsley (4 g), chopped Salt and pepper, to taste"
613,Keto Spicy Chicken Salad,"For the chicken - 2 chicken breasts (400 g), diced 1 Tablespoon of avocado oil (15 ml), to cook with 1 Tablespoon of gluten-free tamari sauce or coconut aminos (15 ml) 1 teaspoon of mustard (5 ml) 1 teaspoon of hot sauce (5 ml) (optional) Salt and pepper, to taste For the salad - 1 large bag of salad leaves (125 g) 0.5 medium onion (55 g), thinly sliced 6 cherry tomatoes (102 g), halved For the dressing - 2 cloves of garlic (6 g), minced or finely diced 2 Tablespoons of mayo (30 ml) 1 teaspoon of fresh parsley (1 g), chopped Salt and pepper, to taste"
614,Keto Stewed Pork Belly with Beets and Zucchini,"For the stewed pork belly - 0.5 lb of pork belly (225 g), scored on skin-side 2 Tablespoons of vinegar (30 ml) (of your choice) 1 teaspoon of ground nutmeg (2 g) 1 Tablespoon of garlic powder (10 g) 1 Tablespoon of onion powder (7 g) Salt and pepper, to taste For the beets and zucchini - 2 beets (164 g), peeled and roughly chopped 1 Tablespoon of ghee (15 ml) 1 zucchini (120 g), roughly chopped 1 Tablespoon of lemon juice (15 ml) Salt and pepper, to taste"
615,Keto Creamy Chicken and Eggplant Casserole,"2 Tablespoons of coconut oil (30 ml), to cook with 2 chicken breasts (400 g), diced 0.5 medium eggplant (250 g), cubed 2 green onions (10 g), chopped 4 cloves of garlic (12 g), minced 4 cherry tomatoes (68 g), diced small 2 cups of spinach (60 g), chopped 1 Tablespoon of Italian seasoning (3 g) 2 Tablespoons of fresh parsley (2 g), chopped 0.25 cup of coconut cream (60 ml) (from the top of 1 can of refrigerated coconut milk) 0.25 cup of chicken broth (60 ml) Salt and pepper, to taste"
616,Keto Macadamia Crusted Fish with Sauteed Mushrooms,"For the fish - 3 Tablespoons of crushed macadamia nuts (24 g) 2 Tablespoons of shredded coconut (10 g) 1 Tablespoon of garlic powder (10 g) 1 medium egg, whisked 2 filets of white fish (340 g), fresh or frozen, defrosted if frozen Salt and pepper, to taste For the sauteed mushrooms - 1 Tablespoon of ghee (15 ml) 10 white button mushrooms (100 g), sliced 0.5 medium onion (55 g), thinly sliced 1 Tablespoon of fresh parsley (1 g) Salt and pepper, to taste"
617,Keto Bacon and Egg Stuffed Peppers,"8 slices of bacon (224 g), diced 6 medium eggs 2 cups of spinach (60 g), chopped 0.25 medium onion (28 g), diced 3 Tablespoons of fresh parsley (3 g), chopped 0.25 cup of coconut cream (60 ml) (from the top of 1 can of refrigerated coconut milk) 4 medium bell peppers (480 g), tops cut off and seeds removed Salt and pepper, to taste"
618,Keto One-Pan Chicken Drumsticks and Veg,"12 chicken drumsticks (with skin on) (1500 g) 2 Tablespoons of olive oil (30 ml), to cook with 0.5 head of cauliflower (300 g), broken into small florets 1 can of diced tomatoes (400 g) 1 cup of chicken broth (240 ml) 0.5 cup of fresh basil leaves (16 g), chopped 0.5 medium onion (55 g), thinly sliced 4 cloves of garlic (12 g), minced or finely diced 2 Tablespoons of Italian seasoning (6 g) Salt and pepper, to taste"
